Team,Player ID,Score,Position
c,p_c6,2.9,捕手
c,p_c15,13.1,内野手
c,p_c19,11.0,内野手
c,p_c16,10.5,内野手
c,p_c18,10.1,内野手
c,p_c24,9.7,内野手
c,p_c21,8.3,内野手
c,p_c23,7.2,内野手
c,p_c17,6.9,内野手
c,p_c11,6.6,内野手
c,p_c12,6.1,内野手
c,p_c20,5.1,内野手
c,p_c22,5.1,内野手
c,p_c14,2.6,内野手
c,p_c13,2.1,内野手
c,p_c9,1.6,内野手
c,p_c10,0.1,内野手
c,p_c30,12.1,外野手
c,p_c25,11.0,外野手
c,p_c28,10.7,外野手
c,p_c35,9.6,外野手
c,p_c26,9.5,外野手
c,p_c33,9.5,外野手
c,p_c31,8.6,外野手
c,p_c32,8.4,外野手
c,p_c34,6.3,外野手
c,p_c29,4.9,外野手
c,p_c36,3.6,外野手
c,p_c27,0.9,外野手
c,p_c51,13.6,投手
c,p_c59,13.6,投手
c,p_c63,13.1,投手
c,p_c38,13.0,投手
c,p_c53,12.8,投手
c,p_c45,12.2,投手
c,p_c65,11.8,投手
c,p_c46,11.1,投手
c,p_c44,10.6,投手
c,p_c57,10.6,投手
c,p_c50,9.9,投手
c,p_c47,9.8,投手
c,p_c62,9.7,投手
c,p_c67,9.7,投手
c,p_c41,8.4,投手
c,p_c68,8.2,投手
c,p_c64,8.0,投手
c,p_c49,7.8,投手
c,p_c54,7.8,投手
c,p_c39,7.1,投手
c,p_c58,6.9,投手
c,p_c52,6.5,投手
c,p_c37,6.1,投手
c,p_c60,5.6,投手
c,p_c40,4.9,投手
c,p_c66,4.5,投手
c,p_c48,4.4,投手
c,p_c55,3.9,投手
c,p_c56,3.3,投手
c,p_c61,1.0,投手
c,p_c43,0.9,投手
c,p_c42,0.2,投手
d,p_d1,12.6,捕手
d,p_d4,11.1,捕手
d,p_d5,10.9,捕手
d,p_d2,10.0,捕手
d,p_d8,6.7,捕手
d,p_d6,4.5,捕手
d,p_d3,2.8,捕手
d,p_d7,0.4,捕手
d,p_d17,12.1,内野手
d,p_d20,10.5,内野手
d,p_d23,10.4,内野手
d,p_d16,9.7,内野手
d,p_d9,8.7,内野手
d,p_d15,7.9,内野手
d,p_d10,7.6,内野手
d,p_d14,6.9,内野手
d,p_d22,6.0,内野手
d,p_d13,5.5,内野手
d,p_d12,4.2,内野手
d,p_d21,4.2,内野手
d,p_d18,4.0,内野手
d,p_d24,3.9,内野手
d,p_d11,1.9,内野手
d,p_d19,1.4,内野手
d,p_d30,12.9,外野手
d,p_d31,11.9,外野手
d,p_d26,8.1,外野手
d,p_d32,4.3,外野手
d,p_d33,4.0,外野手
d,p_d36,2.2,外野手
d,p_d28,1.8,外野手
d,p_d27,1.5,外野手
d,p_d35,1.4,外野手
d,p_d34,0.8,外野手
d,p_d29,0.6,外野手
d,p_d25,0.2,外野手
d,p_d52,13.3,投手
d,p_d38,12.6,投手
d,p_d50,12.4,投手
d,p_d61,11.9,投手
d,p_d68,11.5,投手
d,p_d51,10.7,投手
d,p_d56,10.0,投手
d,p_d65,9.6,投手
d,p_d37,8.1,投手
d,p_d54,7.3,投手
d,p_d66,7.3,投手
d,p_d43,7.2,投手
d,p_d46,5.9,投手
d,p_d40,5.7,投手
d,p_d62,5.6,投手
d,p_d59,5.2,投手
d,p_d60,4.7,投手
d,p_d64,4.4,投手
d,p_d41,4.3,投手
d,p_d44,4.3,投手
d,p_d63,4.2,投手
d,p_d58,3.9,投手
d,p_d39,3.7,投手
d,p_d67,3.4,投手
d,p_d47,2.2,投手
d,p_d49,2.0,投手
d,p_d53,2.0,投手
d,p_d48,1.4,投手
d,p_d57,1.3,投手
d,p_d55,1.0,投手
d,p_d45,0.7,投手
d,p_d42,0.4,投手
e,p_e3,13.4,捕手
e,p_e6,12.2,捕手
e,p_e7,9.1,捕手
e,p_e1,6.5,捕手
e,p_e5,5.6,捕手
e,p_e8,1.9,捕手
e,p_e2,1.1,捕手
e,p_e4,0.2,捕手
e,p_e9,13.4,内野手
e,p_e24,13.0,内野手
e,p_e20,12.6,内野手
e,p_e16,10.9,内野手
e,p_e10,10.6,内野手
e,p_e23,9.2,内野手
e,p_e11,8.2,内野手
e,p_e22,7.3,内野手
e,p_e19,7.1,内野手
e,p_e15,6.1,内野手
e,p_e17,5.9,内野手
e,p_e12,5.5,内野手
e,p_e14,5.2,内野手
e,p_e21,4.6,内野手
e,p_e13,2.8,内野手
e,p_e18,2.5,内野手
e,p_e34,13.9,外野手
e,p_e28,12.9,外野手
e,p_e33,12.4,外野手
e,p_e35,11.5,外野手
e,p_e31,11.2,外野手
e,p_e36,10.6,外野手
e,p_e27,8.7,外野手
e,p_e26,7.2,外野手
e,p_e32,6.1,外野手
e,p_e30,5.9,外野手
e,p_e29,2.6,外野手
e,p_e25,0.6,外野手
e,p_e54,13.9,投手
e,p_e68,13.7,投手
e,p_e41,13.2,投手
e,p_e50,13.0,投手
e,p_e44,12.9,投手
e,p_e56,12.0,投手
e,p_e53,11.8,投手
e,p_e47,11.3,投手
e,p_e42,11.2,投手
e,p_e38,10.9,投手
e,p_e64,10.9,投手
e,p_e59,8.8,投手
e,p_e63,8.7,投手
e,p_e45,8.6,投手
e,p_e58,7.8,投手
e,p_e40,7.5,投手
e,p_e60,6.5,投手
e,p_e46,5.9,投手
e,p_e57,5.1,投手
e,p_e55,4.8,投手
e,p_e37,3.8,投手
e,p_e49,3.8,投手
e,p_e62,3.7,投手
e,p_e48,3.4,投手
e,p_e43,3.3,投手
e,p_e52,2.6,投手
e,p_e39,2.2,投手
e,p_e67,2.1,投手
e,p_e51,0.7,投手
e,p_e65,0.6,投手
e,p_e66,0.6,投手
e,p_e61,0.1,投手
f,p_f3,13.0,捕手
f,p_f2,11.5,捕手
f,p_f7,10.2,捕手
f,p_f6,10.1,捕手
f,p_f1,6.5,捕手
f,p_f5,3.6,捕手
f,p_f4,1.2,捕手
f,p_f8,0.6,捕手
f,p_f20,13.6,内野手
f,p_f15,13.5,内野手
f,p_f23,13.2,内野手
f,p_f22,12.9,内野手
f,p_f24,12.2,内野手
f,p_f14,9.2,内野手
f,p_f10,9.0,内野手
f,p_f9,8.9,内野手
f,p_f21,8.1,内野手
f,p_f12,6.3,内野手
f,p_f11,5.1,内野手
f,p_f17,5.1,内野手
f,p_f16,3.0,内野手
f,p_f19,3.0,内野手
f,p_f18,2.8,内野手
f,p_f13,2.0,内野手
f,p_f26,13.1,外野手
f,p_f28,12.1,外野手
f,p_f27,9.5,外野手
f,p_f32,9.0,外野手
f,p_f34,9.0,外野手
f,p_f25,7.2,外野手
f,p_f36,6.7,外野手
f,p_f31,6.5,外野手
f,p_f29,4.0,外野手
f,p_f33,3.5,外野手
f,p_f30,2.5,外野手
f,p_f35,0.4,外野手
f,p_f59,13.8,投手
f,p_f43,13.7,投手
f,p_f57,13.3,投手
f,p_f55,12.7,投手
f,p_f52,12.4,投手
f,p_f46,12.2,投手
f,p_f42,11.5,投手
f,p_f60,11.2,投手
f,p_f53,11.1,投手
f,p_f37,10.8,投手
f,p_f66,10.3,投手
f,p_f58,10.0,投手
f,p_f49,9.4,投手
f,p_f68,9.4,投手
f,p_f40,9.3,投手
f,p_f65,9.3,投手
f,p_f48,8.9,投手
f,p_f51,7.6,投手
f,p_f50,7.1,投手
f,p_f39,6.4,投手
f,p_f61,5.6,投手
f,p_f67,5.0,投手
f,p_f38,4.1,投手
f,p_f63,3.7,投手
f,p_f44,3.3,投手
f,p_f64,3.2,投手
f,p_f56,2.3,投手
f,p_f45,1.4,投手
f,p_f54,1.4,投手
f,p_f62,1.4,投手
f,p_f47,1.0,投手
f,p_f41,0.8,投手
g,p_g1,13.2,捕手
g,p_g2,7.5,捕手
g,p_g4,5.0,捕手
g,p_g3,3.6,捕手
g,p_g8,2.6,捕手
g,p_g6,2.2,捕手
g,p_g5,1.3,捕手
g,p_g7,1.3,捕手
g,p_g22,13.6,内野手
g,p_g9,12.2,内野手
g,p_g11,11.0,内野手
g,p_g16,9.6,内野手
g,p_g20,9.1,内野手
g,p_g14,8.5,内野手
g,p_g17,8.5,内野手
g,p_g18,8.5,内野手
g,p_g23,7.6,内野手
g,p_g24,7.2,内野手
g,p_g19,5.4,内野手
g,p_g12,4.2,内野手
g,p_g13,3.6,内野手
g,p_g10,2.8,内野手
g,p_g21,2.4,内野手
g,p_g15,1.6,内野手
g,p_g32,13.3,外野手
g,p_g31,9.8,外野手
g,p_g30,9.1,外野手
g,p_g34,9.0,外野手
g,p_g33,8.6,外野手
g,p_g26,8.5,外野手
g,p_g25,5.5,外野手
g,p_g28,3.7,外野手
g,p_g36,3.1,外野手
g,p_g27,3.0,外野手
g,p_g29,2.2,外野手
g,p_g35,0.5,外野手
g,p_g57,13.7,投手
g,p_g43,13.3,投手
g,p_g65,13.2,投手
g,p_g38,13.1,投手
g,p_g40,12.3,投手
g,p_g67,12.3,投手
g,p_g48,11.0,投手
g,p_g54,10.8,投手
g,p_g56,10.7,投手
g,p_g55,10.6,投手
g,p_g37,10.5,投手
g,p_g51,9.9,投手
g,p_g60,9.5,投手
g,p_g61,9.4,投手
g,p_g64,8.6,投手
g,p_g63,8.5,投手
g,p_g52,7.9,投手
g,p_g39,7.1,投手
g,p_g41,7.0,投手
g,p_g53,6.7,投手
g,p_g47,6.2,投手
g,p_g46,5.6,投手
g,p_g42,5.5,投手
g,p_g58,4.5,投手
g,p_g45,3.9,投手
g,p_g62,3.7,投手
g,p_g68,3.0,投手
g,p_g59,2.8,投手
g,p_g49,2.5,投手
g,p_g50,2.2,投手
g,p_g44,2.0,投手
g,p_g66,0.6,投手
h,p_h7,12.0,捕手
h,p_h4,11.2,捕手
h,p_h2,9.9,捕手
h,p_h3,9.4,捕手
h,p_h5,5.9,捕手
h,p_h1,1.3,捕手
h,p_h8,1.0,捕手
h,p_h6,0.8,捕手
h,p_h12,13.0,内野手
h,p_h23,12.7,内野手
h,p_h16,12.0,内野手
h,p_h14,11.5,内野手
h,p_h11,10.5,内野手
h,p_h20,8.0,内野手
h,p_h21,7.7,内野手
h,p_h15,7.3,内野手
h,p_h17,6.4,内野手
h,p_h24,6.1,内野手
h,p_h18,5.3,内野手
h,p_h22,4.8,内野手
h,p_h19,1.2,内野手
h,p_h9,1.0,内野手
h,p_h10,0.4,内野手
h,p_h13,0.0,内野手
h,p_h34,13.5,外野手
h,p_h30,13.4,外野手
h,p_h28,11.3,外野手
h,p_h36,10.5,外野手
h,p_h35,9.4,外野手
h,p_h31,8.6,外野手
h,p_h26,8.3,外野手
h,p_h33,7.3,外野手
h,p_h27,5.2,外野手
h,p_h29,4.3,外野手
h,p_h25,1.1,外野手
h,p_h32,0.7,外野手
h,p_h52,13.9,投手
h,p_h43,13.7,投手
h,p_h37,13.2,投手
h,p_h47,12.2,投手
h,p_h49,12.0,投手
h,p_h59,11.9,投手
h,p_h41,10.5,投手
h,p_h39,9.8,投手
h,p_h38,9.6,投手
h,p_h40,9.5,投手
h,p_h46,8.9,投手
h,p_h48,7.9,投手
h,p_h53,7.6,投手
h,p_h50,7.1,投手
h,p_h42,7.0,投手
h,p_h68,6.3,投手
h,p_h63,6.2,投手
h,p_h45,6.0,投手
h,p_h61,5.8,投手
h,p_h54,5.4,投手
h,p_h44,5.1,投手
h,p_h65,3.9,投手
h,p_h57,3.6,投手
h,p_h51,3.5,投手
h,p_h55,2.5,投手
h,p_h66,2.5,投手
h,p_h62,2.2,投手
h,p_h56,1.7,投手
h,p_h60,1.4,投手
h,p_h58,0.9,投手
h,p_h67,0.8,投手
h,p_h64,0.2,投手
i,p_i4,13.9,捕手
i,p_i5,13.9,捕手
i,p_i8,12.8,捕手
i,p_i6,12.6,捕手
i,p_i7,12.5,捕手
i,p_i2,6.0,捕手
i,p_i1,5.3,捕手
i,p_i3,2.5,捕手
i,p_i15,13.6,内野手
i,p_i20,10.4,内野手
i,p_i18,9.9,内野手
i,p_i11,9.6,内野手
i,p_i19,9.3,内野手
i,p_i21,8.0,内野手
i,p_i13,7.8,内野手
i,p_i16,5.9,内野手
i,p_i12,5.2,内野手
i,p_i14,4.4,内野手
i,p_i9,4.0,内野手
i,p_i24,3.9,内野手
i,p_i17,3.7,内野手
i,p_i10,3.4,内野手
i,p_i22,3.1,内野手
i,p_i23,1.3,内野手
i,p_i31,11.6,外野手
i,p_i30,11.4,外野手
i,p_i36,10.9,外野手
i,p_i26,8.6,外野手
i,p_i33,8.6,外野手
i,p_i27,8.2,外野手
i,p_i29,5.4,外野手
i,p_i25,5.2,外野手
i,p_i28,5.2,外野手
i,p_i35,3.9,外野手
i,p_i32,3.8,外野手
i,p_i34,2.3,外野手
i,p_i65,13.8,投手
i,p_i53,13.3,投手
i,p_i61,12.7,投手
i,p_i60,12.5,投手
i,p_i50,12.0,投手
i,p_i57,10.9,投手
i,p_i56,10.4,投手
i,p_i66,9.5,投手
i,p_i43,9.2,投手
i,p_i68,9.2,投手
i,p_i44,8.9,投手
i,p_i67,8.1,投手
i,p_i55,7.3,投手
i,p_i52,6.7,投手
i,p_i39,6.6,投手
i,p_i62,6.5,投手
i,p_i42,5.8,投手
i,p_i54,5.7,投手
i,p_i51,5.5,投手
i,p_i59,4.0,投手
i,p_i49,3.9,投手
i,p_i45,3.5,投手
i,p_i46,3.4,投手
i,p_i64,3.0,投手
i,p_i41,2.9,投手
i,p_i38,2.6,投手
i,p_i58,2.0,投手
i,p_i63,2.0,投手
i,p_i47,1.1,投手
i,p_i37,0.5,投手
i,p_i40,0.2,投手
i,p_i48,0.1,投手
j,p_j4,13.5,捕手
j,p_j8,13.5,捕手
j,p_j2,12.1,捕手
j,p_j7,11.7,捕手
j,p_j1,9.6,捕手
j,p_j3,9.5,捕手
j,p_j5,9.1,捕手
j,p_j6,4.5,捕手
j,p_j20,13.0,内野手
j,p_j18,12.8,内野手
j,p_j12,11.7,内野手
j,p_j19,11.6,内野手
j,p_j24,10.7,内野手
j,p_j15,9.8,内野手
j,p_j13,8.2,内野手
j,p_j23,7.9,内野手
j,p_j9,7.6,内野手
j,p_j21,6.9,内野手
j,p_j14,5.5,内野手
j,p_j17,5.1,内野手
j,p_j16,4.2,内野手
j,p_j10,3.6,内野手
j,p_j11,2.5,内野手
j,p_j22,1.3,内野手
j,p_j25,13.7,外野手
j,p_j27,11.9,外野手
j,p_j31,11.7,外野手
j,p_j34,11.2,外野手
j,p_j30,5.6,外野手
j,p_j33,5.0,外野手
j,p_j29,2.3,外野手
j,p_j32,1.7,外野手
j,p_j35,1.7,外野手
j,p_j36,1.7,外野手
j,p_j26,1.1,外野手
j,p_j28,0.3,外野手
j,p_j46,14.0,投手
j,p_j61,13.5,投手
j,p_j64,13.4,投手
j,p_j44,13.3,投手
j,p_j41,12.6,投手
j,p_j59,12.4,投手
j,p_j47,12.2,投手
j,p_j52,12.0,投手
j,p_j58,11.8,投手
j,p_j55,11.3,投手
j,p_j38,11.0,投手
j,p_j51,10.6,投手
j,p_j45,10.3,投手
j,p_j53,10.3,投手
j,p_j62,9.3,投手
j,p_j48,9.2,投手
j,p_j56,9.2,投手
j,p_j66,8.2,投手
j,p_j40,8.1,投手
j,p_j49,6.6,投手
j,p_j63,6.0,投手
j,p_j39,5.4,投手
j,p_j57,5.2,投手
j,p_j60,5.1,投手
j,p_j42,4.3,投手
j,p_j67,4.3,投手
j,p_j37,3.2,投手
j,p_j43,2.1,投手
j,p_j54,1.6,投手
j,p_j50,1.5,投手
j,p_j65,0.8,投手
j,p_j68,0.5,投手
k,p_k2,13.5,捕手
k,p_k7,13.4,捕手
k,p_k6,12.4,捕手
k,p_k1,8.6,捕手
k,p_k4,7.7,捕手
k,p_k3,5.2,捕手
k,p_k8,4.7,捕手
k,p_k5,1.3,捕手
k,p_k10,13.7,内野手
k,p_k21,13.5,内野手
k,p_k22,13.2,内野手
k,p_k18,13.0,内野手
k,p_k17,12.6,内野手
k,p_k16,8.6,内野手
k,p_k24,6.1,内野手
k,p_k19,5.5,内野手
k,p_k15,5.2,内野手
k,p_k13,4.0,内野手
k,p_k9,3.8,内野手
k,p_k11,2.5,内野手
k,p_k23,2.1,内野手
k,p_k12,1.7,内野手
k,p_k14,0.6,内野手
k,p_k20,0.6,内野手
k,p_k34,11.8,外野手
k,p_k29,10.0,外野手
k,p_k30,10.0,外野手
k,p_k28,9.8,外野手
k,p_k31,7.5,外野手
k,p_k27,7.3,外野手
k,p_k26,6.1,外野手
k,p_k32,4.7,外野手
k,p_k36,4.6,外野手
k,p_k25,3.0,外野手
k,p_k33,2.4,外野手
k,p_k35,2.1,外野手
k,p_k51,13.4,投手
k,p_k52,13.3,投手
k,p_k48,12.9,投手
k,p_k53,12.9,投手
k,p_k56,12.6,投手
k,p_k43,12.3,投手
k,p_k45,10.7,投手
k,p_k66,9.9,投手
k,p_k64,9.7,投手
k,p_k37,9.4,投手
k,p_k60,9.1,投手
k,p_k65,9.1,投手
k,p_k67,7.9,投手
k,p_k58,7.7,投手
k,p_k39,6.1,投手
k,p_k40,5.8,投手
k,p_k46,5.6,投手
k,p_k63,5.5,投手
k,p_k54,5.4,投手
k,p_k49,5.2,投手
k,p_k41,5.1,投手
k,p_k44,4.6,投手
k,p_k61,4.5,投手
k,p_k38,4.0,投手
k,p_k68,3.5,投手
k,p_k47,2.2,投手
k,p_k55,1.6,投手
k,p_k50,1.1,投手
k,p_k57,1.0,投手
k,p_k42,0.6,投手
k,p_k59,0.1,投手
k,p_k62,0.1,投手
l,p_l2,12.9,捕手
l,p_l4,12.4,捕手
l,p_l6,9.3,捕手
l,p_l5,4.0,捕手
l,p_l3,2.1,捕手
l,p_l7,2.0,捕手
l,p_l8,1.5,捕手
l,p_l1,0.4,捕手
l,p_l10,13.7,内野手
l,p_l15,13.4,内野手
l,p_l22,12.6,内野手
l,p_l19,10.5,内野手
l,p_l14,9.5,内野手
l,p_l12,9.2,内野手
l,p_l24,7.1,内野手
l,p_l13,6.9,内野手
l,p_l20,6.9,内野手
l,p_l21,6.0,内野手
l,p_l9,5.9,内野手
l,p_l23,4.1,内野手
l,p_l11,3.0,内野手
l,p_l17,0.4,内野手
l,p_l16,0.3,内野手
l,p_l18,0.3,内野手
l,p_l31,13.7,外野手
l,p_l33,11.3,外野手
l,p_l27,8.9,外野手
l,p_l32,7.7,外野手
l,p_l26,4.7,外野手
l,p_l36,4.5,外野手
l,p_l35,3.9,外野手
l,p_l29,3.4,外野手
l,p_l25,3.1,外野手
l,p_l34,2.8,外野手
l,p_l28,1.1,外野手
l,p_l30,0.8,外野手
l,p_l49,13.8,投手
l,p_l56,13.1,投手
l,p_l40,12.5,投手
l,p_l63,12.0,投手
l,p_l65,11.6,投手
l,p_l67,11.4,投手
l,p_l60,10.8,投手
l,p_l61,10.5,投手
l,p_l54,10.3,投手
l,p_l47,9.5,投手
l,p_l53,9.5,投手
l,p_l58,9.3,投手
l,p_l62,8.9,投手
l,p_l64,8.9,投手
l,p_l55,8.5,投手
l,p_l48,8.3,投手
l,p_l37,7.9,投手
l,p_l51,7.2,投手
l,p_l50,6.7,投手
l,p_l44,6.6,投手
l,p_l68,6.0,投手
l,p_l57,4.5,投手
l,p_l43,3.8,投手
l,p_l66,3.6,投手
l,p_l38,2.4,投手
l,p_l52,2.2,投手
l,p_l42,1.8,投手
l,p_l45,1.0,投手
l,p_l39,0.5,投手
l,p_l46,0.5,投手
l,p_l41,0.2,投手
l,p_l59,0.1,投手
